0,Consultant,Main New Gloss.1,Gloss Variant,D Start HS,N-D Start HS,D End HS,N-D End HS,Passive Arm,Session,Scene,Start,End,vid_links
3610,Liz,FRUIT,FRUIT+,F/9,,F/9,,N,ASL_2008_01_18,50,1957,1980,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_998.mov
3611,Tyler,FRUIT,FRUIT++,F/9,,F/9,,N,ASL_2008_05_29a,31,1795,1855,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_998.mov
3612,Naomi,FRUIT,FRUIT+,F/9,,F/9,,N,ASL_2008_08_06,50,1980,2002,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_998.mov
3613,Brady,FRUIT,FRUIT,F/9,,F/9,,N,ASL_2011_06_14_Brady,23,4315,4340,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_998.mov
3614,Tyler,FRUSTRATE,FRUSTRATE++,B,,B,,N,ASL_2008_05_29a,31,2057,2115,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_999.mov
3615,Brady,FRUSTRATE,FRUSTRATE+,B,,B,,N,ASL_2011_06_14_Brady,23,4593,4612,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_999.mov
3616,Brady,FRUSTRATE,FRUSTRATE+,B,,B,,N,ASL_2011_06_14_Brady,23,4857,4886,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_5310.mov
3617,Liz,FRUSTRATED/THWARTED,FRUSTRATED/THWARTED,B,,B,,N,ASL_2008_01_18,50,2140,2157,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_16373.mov
3618,Naomi,FRUSTRATED/THWARTED,FRUSTRATED/THWARTED,B,,B,,N,ASL_2008_08_06,50,2221,2230,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_16373.mov
3619,Liz,FUN,FUN,U/H,U/H,U/H,U/H,N,ASL_2008_02_01,1,1660,1700,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_1004.mov
3620,Tyler,FUN,FUN,U/H,U/H,U/H,U/H,N,ASL_2008_05_29a,33,1100,1125,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_1004.mov
3621,Naomi,FUN,FUN,U/H,U/H,U/H,U/H,N,ASL_2008_08_13,1,1875,1898,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_1004.mov
3622,Brady,FUN,FUN,U/H,U/H,U/H,U/H,N,ASL_2011_06_14_Brady,24,1390,1408,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_1004.mov
3623,Liz,FUNNY,FUNNY+,U-L,,10,,N,ASL_2008_02_01,1,2506,2540,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_15424.mov
3624,Liz,FUNNY,FUNNY++,U-L,,10,,N,ASL_2010_08_10_Liz_additional_lexicon_signs,30,770,825,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_15442.mov
3625,Tyler,FUNNY,FUNNY++,U-L,,10,,N,ASL_2008_05_29a,33,1737,1780,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_15424.mov
3626,Naomi,FUNNY,FUNNY+,U-L,,10,,N,ASL_2008_08_13,1,2787,2817,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_15424.mov
3627,Brady,FUNNY,FUNNY+,U-L,,10,,N,ASL_2011_06_14_Brady,24,2830,2858,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_15424.mov
3628,Brady,FUNNY,FUNNY+,U-L,,U-L,,N,ASL_2011_06_14_Brady,37,8021,8043,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_15442.mov
3629,Lana,FUNNY,FUNNY,U-L,,U-L,,N,ASL_2006_09_26,61,1322,1353,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Lana_15424.mov
3630,Liz,FUNCTION,FUNCTION+,F/9,B-L,F/9,B-L,N,ASL_2008_02_01,1,1956,2005,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_1005.mov
3631,Liz,FUNCTION,FUNCTION+,F/9,B,F/9,B,N,ASL_2010_08_10_Liz_additional_lexicon_signs,18,2906,2957,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_3891.mov
3632,Tyler,FUNCTION,FUNCTION_2+++,F/9,1,F/9,1,N,ASL_2008_05_29a,33,1315,1360,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_5325.mov
3633,Brady,FUNCTION,FUNCTION_2+,F/9,1,F/9,1,N,ASL_2011_06_14_Brady,24,350,371,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_5325.mov
3634,Brady,FUNCTION,FUNCTION_2+,F/9,1,F/9,1,N,ASL_2011_06_14_Brady,24,2006,2030,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_15222.mov
3635,Naomi,FUNCTION,FUNCTION_3+,F/9,S,F/9,S,N,ASL_2008_08_13,1,2155,2192,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_16205.mov
3636,Liz,FUNERAL,FUNERAL+,V/2,V/2,V/2,V/2,N,ASL_2008_02_01,1,2221,2275,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_1006.mov
3637,Tyler,FUNERAL,FUNERAL+,V/2,V/2,V/2,V/2,N,ASL_2008_05_29a,33,1501,1545,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_1006.mov
3638,Brady,FUNERAL,FUNERAL+,V/2,V/2,V/2,V/2,N,ASL_2011_06_14_Brady,24,2538,2564,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_1006.mov
3639,Liz,FURNITURE,FURNITURE,F/9,,F/9,,N,ASL_2008_02_01,1,2780,2830,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_1008.mov
3640,Naomi,FURNITURE,FURNITURE,F/9,,F/9,,N,ASL_2008_08_13,1,3297,3320,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_1008.mov
3641,Brady,FURNITURE,FURNITURE,F/9,,F/9,,N,ASL_2011_06_14_Brady,24,3082,3112,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_1008.mov
3642,Tyler,FURNITURE,(2h)FURNITURE,F/9,F/9,F/9,F/9,N,ASL_2008_05_29a,33,2130,2170,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_5193.mov
3643,Liz,FUTURE,FUTURE,B-L,,B-L,,N,ASL_2008_02_01,1,3106,3151,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_1009.mov
3644,Liz,FUTURE,FUTURE,B-L,,B-L,,N,ASL_2008_03_28,42,1676,1710,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_3669.mov
3645,Naomi,FUTURE,FUTURE,B-L,,B-L,,N,ASL_2008_08_13,1,3568,3605,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_1009.mov
3646,Brady,FUTURE,FUTURE,B-L,,B-L,,N,ASL_2011_07_22_Brady,30,1594,1611,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_1009.mov
3647,Brady,FUTURE,FUTURE,B,,B,,N,ASL_2011_07_22_Brady,48,4301,4322,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_3669.mov
3648,Lana,FUTURE,FUTURE,B-L,,B-L,,N,ASL_2006_10_10,9,630,658,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Lana_1009.mov
3649,Dana,FUTURE,FUTURE,5,,5,,N,ASL_2007_05_24,13,665,719,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Dana_1009.mov
3650,Tyler,FUTURE,(F)FUTURE,F/9,,F/9,,N,ASL_2008_05_29a,33,2860,2905,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_3823.mov
3651,Liz,LATER_2,LATER_2,L,,L,,N,ASL_2008_02_01,44,1385,1410,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_5194.mov
3652,Naomi,LATER_2,LATER_2,L,,L,,N,ASL_2008_08_13,37,3630,3652,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_5194.mov
3653,Brady,LATER_2,LATER_2,L,,L,,N,ASL_2011_06_14_Brady,47,1295,1330,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_5194.mov
3654,Liz,#WILL,#WILL,W,,L,,N,ASL_2008_03_28,42,1368,1397,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_15223.mov
3655,Brady,#WILL,#WILL,W,,L,,N,ASL_2011_07_22_Brady,30,1345,1374,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_15223.mov
3656,Liz,G,G,G/Q,,G/Q,,N,ASL_2008_02_01,2,401,455,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_1010.mov
3657,Tyler,G,G,G/Q,,G/Q,,N,ASL_2008_05_29a,33,3165,3220,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_1010.mov
3658,Naomi,G,G,G/Q,,G/Q,,N,ASL_2008_08_13,1,3898,3922,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_1010.mov
3659,Brady,G,G,G/Q,,G/Q,,N,ASL_2011_06_14_Brady,24,4682,4705,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_1010.mov
3660,Liz,GAMBLE,GAMBLE,S,,5,,N,ASL_2008_02_01,2,810,855,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_1012.mov
3661,Liz,GAMBLE,GAMBLE,A,,5,,N,ASL_2010_08_10_Liz_additional_lexicon_signs,27,650,700,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_3565.mov
3662,Tyler,GAMBLE,GAMBLE,S,,5,,N,ASL_2008_05_29a,34,395,430,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_1012.mov
3663,Naomi,GAMBLE,GAMBLE,A,,5,,N,ASL_2008_08_13,2,556,590,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_1012.mov
3664,Brady,GAMBLE,GAMBLE,S,,5,,N,ASL_2011_06_08_Brady,34,1062,1082,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_1012.mov
3665,Brady,GAMBLE,GAMBLE,S,,5,,N,ASL_2011_06_14_Brady,24,5490,5510,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_3565.mov
3666,Liz,GANG,GANG+,S,,S,,N,ASL_2008_02_01,2,1286,1350,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_1014.mov
3667,Tyler,GANG,GANG+++,10,,10,,N,ASL_2008_05_29a,34,740,796,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_1014.mov
3668,Naomi,GANG,GANG+,10,,10,,N,ASL_2008_08_13,2,1081,1115,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_1014.mov
3669,Brady,GANG,GANG+,S,,S,,N,ASL_2011_06_14_Brady,24,6182,6211,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_1014.mov
3670,Liz,GARAGE/SUBMARINE,GARAGE/SUBMARINE+,3,B-L,3,B-L,N,ASL_2008_02_01,2,2680,2740,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_1016.mov
3671,Liz,GARAGE/SUBMARINE,GARAGE/SUBMARINE+,3,B-L,3,B-L,N,ASL_2008_02_29,51,1340,1397,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_15554.mov
3672,Tyler,GARAGE/SUBMARINE,GARAGE/SUBMARINE,3,bent-B-L,3,bent-B-L,N,ASL_2008_05_29a,34,1320,1350,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_1016.mov
3673,Naomi,GARAGE/SUBMARINE,GARAGE/SUBMARINE+,3,B-L,3,B-L,N,ASL_2008_08_13,2,2060,2090,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_1016.mov
3674,Brady,GARAGE/SUBMARINE,GARAGE/SUBMARINE++,3,bent-B,3,bent-B,N,ASL_2011_07_19_Brady,102,2719,2759,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_1016.mov
3675,Liz,HELICOPTER,HELICOPTER,5,1,5,1,N,ASL_2008_02_01,21,731,790,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_16156.mov
3676,Tyler,HELICOPTER,HELICOPTER,5,1,5,1,N,ASL_2008_05_29a,49,261,307,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_16156.mov
3677,Naomi,HELICOPTER,(3)HELICOPTER,3,5,3,5,N,ASL_2008_08_13,17,571,596,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_16168.mov
3678,Brady,HELICOPTER,(3)HELICOPTER,3,5,3,5,N,ASL_2011_06_14_Brady,33,3228,3258,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_16168.mov
3679,Liz,GAY,GAY,G/Q,,G/Q,,N,ASL_2008_02_01,3,295,340,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_1020.mov
3680,Tyler,GAY,GAY,G/Q,,G/Q,,N,ASL_2008_05_29a,34,2360,2400,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_1020.mov
3681,Naomi,GAY,GAY,G/Q,,G/Q,,N,ASL_2008_08_13,2,3668,3690,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_1020.mov
3682,Brady,GAY,GAY,G/Q,,G/Q,,N,ASL_2011_06_14_Brady,24,9474,9493,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_1020.mov
3683,Liz,LESBIAN,LESBIAN+,L,,L,,N,ASL_2008_02_01,46,1630,1670,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_16517.mov
3684,Tyler,LESBIAN,LESBIAN+,L,,L,,N,ASL_2008_05_29b,19,1580,1620,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_16517.mov
3685,Brady,LESBIAN,LESBIAN+,L,,L,,N,ASL_2011_06_14_Brady,48,3068,3091,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_16517.mov
3686,Naomi,LESBIAN,LESBIAN_2+,L,,L,,N,ASL_2008_08_13_session2,2,1220,1255,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_16523.mov
3687,Liz,ns-GERMANY,ns-GERMANY,5,5,5,5,N,ASL_2008_02_01,3,1475,1520,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_1025.mov
3688,Naomi,ns-GERMANY,ns-GERMANY,5,5,5,5,N,ASL_2008_08_13,3,2413,2430,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_1025.mov
3689,Brady,ns-GERMANY,ns-GERMANY,5,5,5,5,N,ASL_2011_06_14_Brady,25,670,700,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_1025.mov
3690,Liz,ns-nat-GERMANY,ns-nat-GERMANY,1,,1,,N,ASL_2008_02_01,3,1700,1745,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_5037.mov
3691,Naomi,ns-nat-GERMANY,ns-nat-GERMANY,1,,1,,N,ASL_2008_08_13,3,2660,2687,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_5037.mov
3692,Brady,ns-nat-GERMANY,ns-nat-GERMANY,1,,1,,N,ASL_2011_06_14_Brady,25,1575,1593,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_5037.mov
3693,Liz,GET-IN,GET-IN,crvd-U,C,crvd-U,C,N,ASL_2008_02_01,3,2795,2861,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_1029.mov
3694,Naomi,GET-IN,GET-IN,crvd-U,C,crvd-U,C,N,ASL_2008_08_13,3,3595,3627,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_1029.mov
3695,Brady,GET-IN,GET-IN,crvd-U,O,crvd-U,O,N,ASL_2011_06_14_Brady,25,2537,2575,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_1029.mov
3696,Naomi,GET-ON,GET-ON,V/2,B-xd,V/2,B-xd,N,ASL_2008_08_13,3,3942,3977,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_1030.mov
3697,Brady,GET-ON,GET-ON,3,B-L,3,B-L,N,ASL_2011_06_14_Brady,25,2773,2802,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_1030.mov
3698,Liz,GHOST,GHOST,8,8,8,8,N,ASL_2008_02_01,4,1266,1311,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_1034.mov
3699,Liz,GHOST,GHOST,8,8,8,8,N,ASL_2008_02_29,39,1710,1745,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_3766.mov
3700,Naomi,GHOST,GHOST,8,8,8,8,N,ASL_2008_08_13,4,1763,1800,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_1034.mov
3701,Brady,GHOST,GHOST,8,8,8,8,N,ASL_2011_06_14_Brady,25,4141,4181,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_1034.mov
3702,Brady,GHOST,GHOST,8,8,8,8,N,ASL_2011_07_19_Brady,91,2450,2494,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_3766.mov
3703,Liz,GHOST,GHOST_2,F/9,O,F/9,O,N,ASL_2010_08_10_Liz_additional_lexicon_signs,11,4105,4151,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_15760.mov
3704,Tyler,GHOST,GHOST_2,F/9,O,F/9,O,N,ASL_2008_05_29a,36,832,887,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_15760.mov
3705,Brady,GHOST,GHOST_2,F/9,O,F/9,O,N,ASL_2011_06_14_Brady,25,4452,4490,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_15760.mov
3706,Liz,GIGGLE,GIGGLE,5-C-L,,5-C-L,,N,ASL_2008_01_11,76,1375,1400,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_1037.mov
3707,Liz,GIGGLE,GIGGLE,crvd-B,,crvd-B,,N,ASL_2008_02_01,4,2125,2175,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_3347.mov
3708,Tyler,GIGGLE,GIGGLE,bent-B-L,,bent-B-L,,N,ASL_2008_05_29a,36,1780,1811,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_1037.mov
3709,Naomi,GIGGLE,GIGGLE,bent-B,,bent-B,,N,ASL_2008_08_04,48,2816,2846,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_1037.mov
3710,Naomi,GIGGLE,GIGGLE,bent-B,,bent-B,,N,ASL_2008_08_13,4,3060,3080,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_3347.mov
3711,Brady,GIGGLE,GIGGLE,bent-B,,bent-B,,N,ASL_2011_06_14_Brady,25,5433,5462,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_1037.mov
3712,Brady,GIGGLE,GIGGLE,bent-B,,bent-B,,N,ASL_2011_07_22_Brady,40,1323,1365,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_3347.mov
3713,Liz,GIRL,GIRL+,10,,10,,N,ASL_2008_02_01,4,2365,2395,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_1038.mov
3714,Tyler,GIRL,GIRL++,10,,10,,N,ASL_2008_05_29a,36,1970,2015,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_1038.mov
3715,Naomi,GIRL,GIRL+,10,,10,,N,ASL_2008_08_13,4,3343,3370,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_1038.mov
3716,Brady,GIRL,GIRL+,10,,10,,N,ASL_2011_06_14_Brady,26,274,297,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_1038.mov
3717,Lana,GIRL,GIRL+,10,,10,,N,ASL_2006_10_10,12,443,470,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Lana_1038.mov
3718,Dana,GIRL,GIRL+,10,,10,,N,ASL_2007_05_24,16,308,362,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Dana_1038.mov
3719,Liz,GIVE-UP,GIVE-UP,crvd-B,crvd-B,B-L,B-L,N,ASL_2008_02_01,5,501,545,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_1041.mov
3720,Tyler,GIVE-UP,GIVE-UP,B-L,B-L,B-L,B-L,N,ASL_2008_05_29a,37,326,355,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_1041.mov
