,Consultant,Main New Gloss.1,Gloss Variant,D Start HS,N-D Start HS,D End HS,N-D End HS,Passive Arm,Session,Scene,Start,End,vid_links
4887,Brady,GOAL,GOAL,1,1,1,1,N,ASL_2011_07_19_Brady,92,2894,2920,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_3800.mov
4888,Brady,GOAL,GOAL,1,1,1,1,N,ASL_2011_07_22_Brady,9,1316,1340,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_15736.mov
4890,Liz,GOAT,GOAT,cocked-U,,V/2,,N,ASL_2008_02_01,8,1090,1127,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_1063.mov
4891,Tyler,GOAT,GOAT,cocked-U,,V/2,,N,ASL_2008_05_29a,39,731,760,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_1063.mov
4892,Brady,GOAT,GOAT,N,,V/2,,N,ASL_2011_06_14_Brady,27,2071,2092,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_1063.mov
4894,Liz,GOD,GOD,B,,B,,N,ASL_2008_02_01,8,1305,1346,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_1064.mov
4895,Tyler,GOD,GOD,flat-B,,flat-B,,N,ASL_2008_05_29a,39,925,950,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_1064.mov
4896,Naomi,GOD,GOD,B-L,,B-L,,N,ASL_2008_08_13,7,1647,1670,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_1064.mov
4897,Brady,GOD,GOD,B,,B,,N,ASL_2011_06_14_Brady,27,2525,2545,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_1064.mov
4899,Liz,GOLF,GOLF,A,X-over-thumb,A,X-over-thumb,N,ASL_2008_02_01,8,1785,1842,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_1066.mov
4900,Tyler,GOLF,GOLF,X-over-thumb,X-over-thumb,X-over-thumb,X-over-thumb,N,ASL_2008_05_29a,39,1390,1420,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_1066.mov
4901,Naomi,GOLF,GOLF,X-over-thumb,A,X-over-thumb,A,N,ASL_2008_08_13,7,2352,2377,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_1066.mov
4902,Brady,GOLF,GOLF,X-over-thumb,X-over-thumb,X-over-thumb,X-over-thumb,N,ASL_2011_06_14_Brady,27,3020,3044,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_1066.mov
4904,Liz,GONE,GONE,5,5,flat-O,flat-O,N,ASL_2008_02_01,8,1987,2026,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_1067.mov
4905,Liz,GONE,GONE,crvd-5,crvd-5,flat-O,flat-O,N,ASL_2010_08_10_Liz_additional_lexicon_signs,5,1273,1321,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_3419.mov
4906,Tyler,GONE,GONE,5,B-L,O,B-L,N,ASL_2008_05_29a,39,1610,1646,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_1067.mov
4907,Naomi,GONE,GONE,5,B-L,flat-O,B-L,N,ASL_2008_08_13,7,2652,2673,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_1067.mov
4908,Brady,GONE,GONE,5,5,flat-O,5,N,ASL_2011_06_14_Brady,27,3280,3300,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_1067.mov
4909,Dana,GONE,GONE,crvd-sprd-B,5,flat-O,5,N,ASL_2007_05_24,11,1660,1695,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Dana_1067.mov
4911,Liz,(2h)THUMBS-UP/GOOD,(2h)THUMBS-UP/GOOD,10,10,10,10,N,ASL_2008_02_01,9,240,292,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_1070.mov
4912,Naomi,(2h)THUMBS-UP/GOOD,(2h)THUMBS-UP/GOOD,10,10,10,10,N,ASL_2008_08_13,7,3722,3746,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_1070.mov
4914,Liz,GOSSIP,GOSSIP+,crvd-L,crvd-L,baby-O,baby-O,N,ASL_2008_02_01,9,1390,1457,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_1075.mov
4915,Tyler,GOSSIP,GOSSIP+++,baby-O,baby-O,baby-O,G/Q,N,ASL_2008_05_29a,40,1375,1412,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_1075.mov
4916,Naomi,GOSSIP,GOSSIP++,crvd-L,crvd-L,baby-O,baby-O,N,ASL_2008_08_13,8,1453,1500,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_1075.mov
4917,Brady,GOSSIP,GOSSIP++,L,L,baby-O,baby-O,N,ASL_2011_06_14_Brady,28,859,885,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_1075.mov
4918,Lana,GOSSIP,GOSSIP+++,L,L,flat-G,flat-G,N,ASL_2006_10_10,12,856,913,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Lana_1075.mov
4919,Dana,GOSSIP,GOSSIP+++,L,L,baby-O,baby-O,N,ASL_2007_05_24,16,696,765,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Dana_1075.mov
4921,Liz,GRAB-CHANCE,GRAB-CHANCE,5,B-L,10,B-L,N,ASL_2008_02_01,10,1065,1112,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_1079.mov
4922,Tyler,GRAB-CHANCE,GRAB-CHANCE,5,B-L,S,B-L,N,ASL_2008_05_29a,40,2420,2440,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_1079.mov
4923,Naomi,GRAB-CHANCE,GRAB-CHANCE,crvd-5,B-L,A,B-L,N,ASL_2008_08_13,8,3282,3307,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_1079.mov
4924,Brady,GRAB-CHANCE,GRAB-CHANCE,5,5,A,5,N,ASL_2011_06_14_Brady,28,2633,2651,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_1079.mov
4925,Brady,GRAB-CHANCE,GRAB-CHANCE,5,5,A,5,N,ASL_2011_06_14_Brady,28,4955,4978,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_15120.mov
4927,Liz,WIN,WIN,5,crvd-5,S,S,N,ASL_2008_03_28,42,1905,1940,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_15829.mov
4928,Brady,WIN,WIN,crvd-5,crvd-5,S,S,N,ASL_2011_07_22_Brady,30,1821,1845,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_15829.mov
4930,Liz,GRADUATE,GRADUATE,G/Q,B-L,G/Q,B-L,N,ASL_2008_02_01,11,257,330,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_1080.mov
4931,Tyler,GRADUATE,GRADUATE,G/Q,B-L,G/Q,B-L,N,ASL_2008_05_29a,40,2640,2675,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_1080.mov
4932,Naomi,GRADUATE,GRADUATE,alt-G,B-L,alt-G,B-L,N,ASL_2008_08_13,8,3638,3675,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_1080.mov
4933,Brady,GRADUATE,GRADUATE,G/Q,B-L,G/Q,B-L,N,ASL_2011_06_14_Brady,28,7531,7574,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_1080.mov
4934,Lana,GRADUATE,GRADUATE,G/Q,B-L,G/Q,B-L,N,ASL_2006_10_10,12,1004,1042,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Lana_1080.mov
4935,Dana,GRADUATE,GRADUATE,tight-C/2,B-L,tight-C/2,B-L,N,ASL_2007_05_24,16,851,892,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Dana_1080.mov
4937,Liz,GRAD,GRAD++,V/2,B-L,V/2,B-L,N,ASL_2008_02_01,11,471,522,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_1081.mov
4938,Liz,GRAD,GRAD+,V/2,B-L,V/2,B-L,N,ASL_2010_08_10_Liz_additional_lexicon_signs,30,575,631,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_3407.mov
4939,Naomi,GRAD,GRAD+,V/2,B-L,V/2,B-L,N,ASL_2008_08_13,9,290,320,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_1081.mov
4940,Brady,GRAD,GRAD++,P/K,crvd-flat-B,P/K,crvd-flat-B,N,ASL_2011_06_14_Brady,28,5397,5431,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_1081.mov
4941,Brady,GRAD,GRAD+,P/K,B-L,P/K,B-L,N,ASL_2011_06_14_Brady,28,5694,5719,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_3407.mov
4942,Brady,GRAD,GRAD+,P/K,B-L,P/K,B-L,N,ASL_2011_06_14_Brady,28,7752,7776,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_15131.mov
4944,Liz,GRAMMAR,GRAMMAR,G/Q,G/Q,G/Q,G/Q,N,ASL_2008_02_01,11,740,792,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_1082.mov
4945,Tyler,GRAMMAR,GRAMMAR,G/Q,G/Q,G/Q,G/Q,N,ASL_2008_05_29a,41,1535,1562,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_1082.mov
4946,Naomi,GRAMMAR,GRAMMAR,alt-G,alt-G,alt-G,alt-G,N,ASL_2008_08_13,9,797,817,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_1082.mov
4947,Brady,GRAMMAR,GRAMMAR,G/Q,G/Q,G/Q,G/Q,N,ASL_2011_06_14_Brady,28,7978,8008,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_1082.mov
4949,Liz,GRANDMOTHER,GRANDMOTHER,5,,5,,N,ASL_2008_02_01,11,1215,1257,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_1084.mov
4950,Tyler,GRANDMOTHER,GRANDMOTHER,5,,5,,N,ASL_2008_05_29a,41,1870,1901,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_1084.mov
4951,Naomi,GRANDMOTHER,GRANDMOTHER,5,,crvd-5,,N,ASL_2008_08_13,9,1305,1332,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_1084.mov
4952,Brady,GRANDMOTHER,GRANDMOTHER,5,,5,,N,ASL_2011_06_14_Brady,28,8994,9021,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_1084.mov
4953,Lana,GRANDMOTHER,GRANDMOTHER,5,,5,,N,ASL_2006_10_10,12,1842,1866,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Lana_1084.mov
4954,Dana,GRANDMOTHER,GRANDMOTHER,5,,5,,N,ASL_2007_05_24,16,1693,1745,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Dana_1084.mov
4956,Liz,GRANDFATHER,GRANDFATHER,5,,5,,N,ASL_2008_02_01,11,965,1005,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_15724.mov
4957,Tyler,GRANDFATHER,GRANDFATHER,5,,5,,N,ASL_2008_05_29a,41,1731,1761,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_15724.mov
4958,Naomi,GRANDFATHER,GRANDFATHER,crvd-5,,crvd-5,,N,ASL_2008_08_13,9,1085,1110,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_15724.mov
4959,Brady,GRANDFATHER,GRANDFATHER,5,,5,,N,ASL_2011_06_14_Brady,28,8600,8626,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_15724.mov
4960,Lana,GRANDFATHER,GRANDFATHER,5,,5,,N,ASL_2006_10_10,12,1433,1460,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Lana_15724.mov
4961,Dana,GRANDFATHER,GRANDFATHER,5,,5,,N,ASL_2007_05_24,16,1272,1338,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Dana_15724.mov
4963,Liz,GRAPES,GRAPES++,crvd-5,5,crvd-5,5,N,ASL_2008_02_01,11,1437,1486,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_1085.mov
4964,Tyler,GRAPES,GRAPES++++,crvd-5,crvd-B,crvd-5,crvd-B,N,ASL_2008_05_29a,41,2050,2097,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_1085.mov
4965,Naomi,GRAPES,GRAPES++,5-C,crvd-5,5-C,crvd-5,N,ASL_2008_08_13,9,1647,1691,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_1085.mov
4967,Brady,GRAPES,GRAPES_2+++,5-C,B-L,5-C,B-L,N,ASL_2011_06_14_Brady,28,9193,9213,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_16378.mov
4969,Liz,GRASS,GRASS+,5-C-L,,5-C-L,,N,ASL_2008_02_01,11,1690,1720,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_1086.mov
4970,Tyler,GRASS,GRASS++,crvd-5,,crvd-5,,N,ASL_2008_05_29a,41,2240,2285,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_1086.mov
4971,Naomi,GRASS,GRASS+,crvd-5,,crvd-5,,N,ASL_2008_08_13,9,1950,1975,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_1086.mov
4972,Brady,GRASS,GRASS+,crvd-5,,crvd-5,,N,ASL_2011_06_14_Brady,28,9605,9637,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_1086.mov
4973,Lana,GRASS,GRASS+,5-C-L,,5-C-L,,N,ASL_2006_10_10,12,2104,2134,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Lana_1086.mov
4974,Dana,GRASS,GRASS+,5,,5,,N,ASL_2007_05_24,16,1979,2033,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Dana_1086.mov
4976,Liz,OIL,OIL+,open-8,5,8,5,N,ASL_2008_02_01,11,2140,2182,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_1088.mov
4977,Tyler,OIL,OIL+,open-8,B-L,8,B-L,N,ASL_2008_05_29a,41,2950,2995,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_1088.mov
4978,Naomi,OIL,OIL+,open-8,B-L,8,B-L,N,ASL_2008_08_13,9,3060,3093,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_1088.mov
4979,Brady,OIL,OIL+,open-8,B-L,8,B-L,N,ASL_2011_06_14_Brady,28,10756,10785,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_1088.mov
4981,Liz,GRAY,GRAY++,5,5,5,5,N,ASL_2008_02_01,11,2796,2845,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_1089.mov
4982,Tyler,GRAY,GRAY++,5,5,5,5,N,ASL_2008_05_29a,41,4807,4865,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_1089.mov
4983,Naomi,GRAY,GRAY++,5,5,5,5,N,ASL_2008_08_13,10,62,123,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_1089.mov
4984,Brady,GRAY,GRAY++,5,5,5,5,N,ASL_2011_06_14_Brady,29,161,200,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_1089.mov
4986,Liz,ns-GREECE,ns-GREECE,G/Q,,G/Q,,N,ASL_2008_02_01,11,3120,3150,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_1090.mov
4987,Naomi,ns-GREECE,ns-GREECE,G/Q,,G/Q,,N,ASL_2008_08_13,10,487,512,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_1090.mov
4988,Brady,ns-GREECE,ns-GREECE,G/Q,,G/Q,,N,ASL_2011_06_14_Brady,29,528,560,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_1090.mov
4990,Tyler,ns-GREECE_2,ns-GREECE_2,G/Q,,G/Q,,N,ASL_2008_05_29a,41,5047,5080,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_5203.mov
4992,Liz,ns-nat-GREECE,ns-nat-GREECE,1,1,1,1,N,ASL_2008_02_01,12,290,350,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_5854.mov
4993,Brady,ns-nat-GREECE,ns-nat-GREECE,1,1,1,1,N,ASL_2011_06_14_Brady,29,1094,1123,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_5854.mov
4995,Liz,GREEN,GREEN,G/Q,,G/Q,,N,ASL_2008_02_01,12,505,536,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_1092.mov
4996,Tyler,GREEN,GREEN,G/Q,,G/Q,,N,ASL_2008_05_29a,42,990,1035,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_1092.mov
4997,Naomi,GREEN,GREEN,alt-G,,alt-G,,N,ASL_2008_08_13,10,1490,1506,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_1092.mov
4998,Brady,GREEN,GREEN,alt-G,,alt-G,,N,ASL_2011_06_14_Brady,29,2245,2280,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_1092.mov
4999,Lana,GREEN,GREEN,G/Q,,G/Q,,N,ASL_2006_10_10,12,2493,2514,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Lana_1092.mov
5000,Dana,GREEN,GREEN,tight-C/2,,tight-C/2,,N,ASL_2007_05_24,16,2395,2441,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Dana_1092.mov
5002,Liz,HELLO,HELLO,B,,B,,N,ASL_2008_02_01,12,835,880,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_1093.mov
5003,Liz,HELLO,HELLO,B,,B,,N,ASL_2008_02_01,21,1160,1182,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_3654.mov
5004,Tyler,HELLO,HELLO,flat-B,,flat-B,,N,ASL_2008_05_29a,49,700,717,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_1093.mov
5005,Naomi,HELLO,HELLO,B,,B,,N,ASL_2008_08_13,10,1822,1842,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_1093.mov
5006,Naomi,HELLO,HELLO,B,,B,,N,ASL_2008_08_13,17,1186,1205,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_3654.mov
5007,Brady,HELLO,HELLO,B-xd,,B-xd,,N,ASL_2011_06_14_Brady,29,1865,1885,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_1093.mov
5008,Brady,HELLO,HELLO,flat-B,,flat-B,,N,ASL_2011_06_14_Brady,33,3755,3769,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_3654.mov
5009,Lana,HELLO,HELLO,B,,B,,N,ASL_2006_10_10,14,2040,2050,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Lana_1093.mov
5010,Dana,HELLO,HELLO,B-xd,,B-xd,,N,ASL_2007_05_24,17,2369,2402,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Dana_1093.mov
5012,Liz,GRIP,GRIP,5,,S,,N,ASL_2008_02_01,12,1345,1385,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_1095.mov
5013,Tyler,GRIP,GRIP,5-C,,S,,N,ASL_2008_05_29a,42,1904,1951,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_1095.mov
5014,Naomi,GRIP,GRIP,crvd-5,,S,,N,ASL_2008_08_13,10,2877,2910,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_1095.mov
5015,Naomi,GRIP,GRIP,crvd-sprd-B,,S,,N,ASL_2008_08_13,19,528,582,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_3655.mov
5016,Brady,GRIP,GRIP,crvd-B,,S,,N,ASL_2011_06_14_Brady,29,4552,4575,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_1095.mov
5018,Liz,HOLD,HOLD,S,,S,,N,ASL_2008_02_01,23,640,675,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_15723.mov
5019,Tyler,HOLD,HOLD,S,,S,,N,ASL_2008_05_29a,51,730,767,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_15723.mov
5020,Brady,HOLD,HOLD,S,,S,,N,ASL_2011_06_14_Brady,34,4758,4784,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_15723.mov
5022,Liz,GROW,GROW,flat-O,C,5,C,N,ASL_2008_02_01,13,246,290,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_1100.mov
